student_id,week,sleep_hours,study_hours,late_submissions,stress_level,social_activity_freq,emotional_state,exercise_hours,screen_time,burnout_label
STU-0DBD7513,4,7.2,6.1,2,5,2,"Good energy, looking forward to classes",3.8,8.6,1
STU-0DBD7513,5,6.5,6.3,2,6,3,Feeling balanced and in control,2.9,8.6,1
STU-0DBD7513,6,6.0,6.6,3,5,3,Just getting by day to day,2.7,7.6,1
STU-0DBD7513,7,4.7,5.0,3,7,2,Feeling hopeless about my grades,3.1,9.5,2
STU-0DBD7513,8,6.0,6.5,3,7,2,Feeling anxious about everything,3.6,9.5,1
STU-0DBD7513,9,5.0,8.6,4,7,0,Dreading going to class,2.6,9.7,2
STU-0DBD7513,10,6.0,7.5,4,8,1,Very stressed about deadlines,2.5,9.9,2
STU-0DBD7513,11,5.5,7.1,4,8,0,Feeling hopeless about my grades,3.5,11.0,2
STU-0DBD7513,12,4.8,5.7,5,8,1,Feeling anxious about everything,2.6,10.4,2
STU-19EFED29,1,6.3,5.0,2,5,2,Feeling great and motivated today,1.6,7.5,1
STU-19EFED29,2,6.7,5.4,2,4,2,"Feeling okay, nothing special",1.4,6.5,1
STU-19EFED29,3,6.7,6.0,2,5,2,"Doing alright, could be better",1.4,8.0,1
STU-19EFED29,4,5.3,6.8,2,7,3,"Average day, going through the motions",1.7,6.1,1
STU-19EFED29,5,6.9,6.0,3,5,2,Struggling to concentrate on anything,1.6,9.0,1
STU-19EFED29,6,6.9,7.0,3,4,2,"Average day, going through the motions",1.7,6.4,1
STU-19EFED29,7,7.1,6.5,2,6,2,Feeling indifferent about things,1.3,8.8,1
STU-19EFED29,8,6.2,8.5,2,6,4,Things are manageable but not exciting,1.8,6.3,1
STU-19EFED29,9,6.5,5.5,2,5,2,Feeling indifferent about things,1.5,7.1,1
STU-19EFED29,10,6.9,5.5,2,5,3,"Doing alright, could be better",1.4,7.4,1
STU-19EFED29,11,,7.1,3,4,3,Things are manageable but not exciting,1.6,6.9,1
STU-19EFED29,12,5.8,7.1,3,6,2,"Neither good nor bad, just normal",0.9,7.1,1
STU-E73126D6,1,5.2,9.2,5,7,2,Feeling anxious about everything,1.6,7.7,2
STU-E73126D6,2,5.3,9.3,3,6,2,Feeling anxious about everything,2.0,6.8,1
STU-E73126D6,3,5.2,7.3,4,6,2,Feeling isolated and lonely,2.2,7.0,1
STU-E73126D6,4,4.6,8.4,3,5,1,Feeling hopeless about my grades,2.1,6.8,1
STU-E73126D6,5,6.1,8.3,3,4,2,Dreading going to class,2.8,7.0,1
STU-E73126D6,6,5.3,6.9,3,4,3,Feeling numb and disconnected,3.1,7.9,1
STU-E73126D6,7,6.6,9.8,3,3,3,"Good energy, looking forward to classes",2.8,8.4,1
STU-E73126D6,8,5.6,9.6,2,4,2,Just getting by day to day,3.1,6.3,1
STU-E73126D6,9,6.3,8.2,2,4,3,"Routine day, nothing remarkable",2.7,7.2,1
STU-E73126D6,10,5.6,9.0,3,3,2,Feeling calm and focused,2.8,5.7,1
STU-E73126D6,11,6.3,9.6,2,3,4,Enjoying the learning process,3.4,7.2,0
STU-E73126D6,12,6.1,8.0,2,2,4,Motivated to study and stay on track,3.8,6.3,0
STU-51659E1D,1,6.1,5.0,2,5,4,"Neither good nor bad, just normal",3.6,7.3,1
STU-51659E1D,2,6.3,6.5,1,5,3,Feeling indifferent about things,2.6,5.9,1
STU-51659E1D,3,5.7,5.4,1,6,4,Just getting by day to day,3.0,6.2,1
STU-51659E1D,4,5.7,6.2,2,5,1,Feeling calm and focused,2.1,7.0,1
STU-51659E1D,5,5.4,6.5,3,4,2,"Doing alright, could be better",2.3,5.9,1
STU-51659E1D,6,4.6,7.3,2,6,2,"Can't sleep well, too much anxiety",2.5,7.4,1
STU-51659E1D,7,5.0,5.9,3,7,3,Feeling overwhelmed with assignments,1.9,6.3,2
STU-51659E1D,8,4.4,7.8,3,7,1,Feeling overwhelmed with assignments,2.1,6.8,2
STU-51659E1D,9,4.2,5.4,3,6,2,Exhausted and burned out from studying,2.0,6.5,2
STU-51659E1D,10,5.0,5.0,4,6,2,Constantly tired no matter how much I sleep,1.6,7.4,2
STU-51659E1D,11,3.2,5.8,4,8,1,Feeling anxious about everything,0.8,8.5,2
STU-51659E1D,12,3.6,7.4,4,10,2,Feeling numb and disconnected,2.1,8.8,2
STU-F88815C8,1,3.0,13.0,4,8,0,Lost all motivation to study,0.0,14.1,2
STU-F88815C8,2,3.6,14.0,3,9,0,Very stressed about deadlines,0.3,13.5,2
STU-F88815C8,3,3.6,12.0,3,7,2,Constantly tired no matter how much I sleep,0.0,12.4,2
STU-F88815C8,4,3.4,12.8,3,9,1,Feeling hopeless about my grades,0.0,14.1,2
STU-F88815C8,5,4.2,13.9,3,7,1,Too much pressure from all sides,0.0,13.8,2
STU-F88815C8,6,,11.9,3,7,0,Feeling anxious about everything,0.0,12.7,2
STU-F88815C8,7,3.4,14.0,4,9,0,Exhausted and burned out from studying,0.0,15.8,2
STU-F88815C8,8,4.6,11.6,3,8,0,"Breaking down emotionally, can't handle it",0.0,13.4,2
STU-F88815C8,9,3.0,13.9,4,7,0,"Breaking down emotionally, can't handle it",0.3,14.5,2
STU-F88815C8,10,4.3,11.5,3,8,0,Feeling hopeless about my grades,0.2,14.5,2
STU-F88815C8,11,3.2,12.8,3,8,0,Constantly tired no matter how much I sleep,0.5,13.3,2
STU-F88815C8,12,4.2,11.7,4,7,1,Feeling hopeless about my grades,0.0,14.1,2
STU-BFB291F2,1,7.7,4.6,1,1,3,Feeling calm and focused,3.7,4.5,0
STU-BFB291F2,2,9.2,4.6,1,2,3,Excited about upcoming projects,2.4,4.4,0
STU-BFB291F2,3,8.6,7.0,0,1,2,Feeling great and motivated today,3.1,5.7,0
STU-BFB291F2,4,,3.9,0,1,3,"Had a productive day, feeling accomplished",2.7,4.5,0
STU-BFB291F2,5,8.2,5.0,1,2,4,Happy and well-rested,2.6,4.5,0
STU-BFB291F2,6,8.1,3.0,1,2,4,Feeling calm and focused,3.1,5.8,0
STU-BFB291F2,7,,6.4,1,2,4,Excited about upcoming projects,2.9,3.8,0
STU-BFB291F2,8,8.5,5.8,0,1,4,Enjoying the learning process,3.4,5.3,0
STU-BFB291F2,9,8.8,4.1,1,2,5,Motivated to study and stay on track,2.8,4.1,0
STU-BFB291F2,10,8.1,5.2,0,1,4,Feeling great and motivated today,3.1,5.4,0
STU-BFB291F2,11,8.5,5.4,1,1,3,Enjoying the learning process,2.3,5.8,0
STU-BFB291F2,12,8.4,4.2,0,1,3,Feeling calm and focused,2.3,4.5,0
STU-54C40AA2,1,,6.8,2,5,3,Very stressed about deadlines,2.2,6.0,1
STU-54C40AA2,2,7.6,7.9,2,4,2,"Routine day, nothing remarkable",2.0,6.4,0
STU-54C40AA2,3,7.2,4.9,2,4,2,Just getting by day to day,2.1,7.5,1
STU-54C40AA2,4,6.5,6.7,2,4,3,Constantly tired no matter how much I sleep,2.3,6.7,0
STU-54C40AA2,5,7.0,7.6,2,6,1,Things are manageable but not exciting,2.0,7.2,1
STU-54C40AA2,6,7.4,6.5,2,6,1,Dreading going to class,1.6,8.3,1
STU-54C40AA2,7,6.3,3.6,2,7,0,Constantly tired no matter how much I sleep,0.5,7.1,2
STU-54C40AA2,8,5.2,5.3,3,7,1,"Can't sleep well, too much anxiety",1.0,7.8,2
STU-54C40AA2,9,4.8,4.8,3,7,0,"Breaking down emotionally, can't handle it",0.6,10.7,2
STU-54C40AA2,10,6.4,6.9,3,7,0,Feeling numb and disconnected,1.1,9.3,2
STU-54C40AA2,11,5.4,5.7,4,9,0,Constantly tired no matter how much I sleep,1.1,11.3,2
STU-54C40AA2,12,5.0,6.0,3,8,0,Constantly tired no matter how much I sleep,0.7,9.8,2
STU-ADA96696,1,6.1,6.5,3,9,0,Feeling isolated and lonely,0.2,12.6,2
STU-ADA96696,2,4.6,7.4,2,9,0,Lost all motivation to study,,12.9,2
STU-ADA96696,3,5.2,8.1,2,10,0,Exhausted and burned out from studying,0.7,13.0,2
STU-ADA96696,4,6.1,7.3,3,10,0,Feeling numb and disconnected,0.2,13.3,2
STU-ADA96696,5,6.0,10.9,1,9,0,Too much pressure from all sides,0.9,13.6,2
STU-ADA96696,6,4.4,8.8,3,10,0,Feeling isolated and lonely,0.4,12.5,2
STU-ADA96696,7,6.0,6.9,3,10,0,Lost all motivation to study,0.0,12.6,2
STU-ADA96696,8,5.4,8.2,3,10,0,Lost all motivation to study,0.4,12.4,2
STU-ADA96696,9,5.2,7.4,3,9,1,Dreading going to class,0.8,12.5,2
STU-ADA96696,10,5.9,8.1,3,10,0,Constantly tired no matter how much I sleep,0.3,12.9,2
STU-ADA96696,11,6.0,7.2,2,10,0,Too much pressure from all sides,1.2,13.7,2
STU-ADA96696,12,6.3,9.4,3,10,0,Exhausted and burned out from studying,0.0,12.7,2
STU-23117662,1,8.5,6.4,2,4,2,"Average day, going through the motions",2.7,5.3,0
STU-23117662,2,7.2,8.5,3,6,1,"Doing alright, could be better",2.8,6.2,1
STU-23117662,3,5.9,7.9,2,5,1,Just getting by day to day,2.6,6.7,1
STU-23117662,4,6.7,6.9,3,5,2,Very stressed about deadlines,3.2,4.6,1
STU-23117662,5,7.5,8.0,2,6,2,Feeling calm and focused,2.8,6.8,1
STU-23117662,6,7.5,7.2,1,4,2,"Neither good nor bad, just normal",2.3,8.1,0
STU-23117662,7,6.1,7.9,2,4,0,"Average day, going through the motions",3.4,6.6,1
STU-23117662,8,7.6,8.3,2,5,2,Just getting by day to day,2.8,7.0,1
STU-23117662,9,7.0,9.0,2,4,2,Things are manageable but not exciting,3.3,6.0,1
STU-23117662,10,5.9,8.4,1,5,2,Happy and well-rested,3.2,7.5,1
STU-23117662,11,7.2,7.0,2,5,3,"Feeling okay, nothing special",2.4,6.1,1
STU-23117662,12,5.9,7.3,1,4,1,Lost all motivation to study,3.0,6.7,1
STU-D9DA3279,1,5.7,8.5,4,10,0,Feeling anxious about everything,0.8,14.0,2
STU-D9DA3279,2,5.7,8.7,2,10,0,Feeling hopeless about my grades,0.9,13.9,2
STU-D9DA3279,3,4.7,9.0,3,8,0,Constantly tired no matter how much I sleep,0.9,13.9,2
STU-D9DA3279,4,5.3,7.7,3,10,0,Feeling overwhelmed with assignments,1.4,14.1,2
STU-D9DA3279,5,6.1,7.3,2,9,0,Struggling to concentrate on anything,0.2,14.9,2
STU-D9DA3279,6,5.3,9.4,2,9,0,Feeling isolated and lonely,1.1,14.1,2
STU-D9DA3279,7,5.8,10.5,3,9,0,Lost all motivation to study,0.5,14.2,2
STU-D9DA3279,8,5.0,8.9,2,9,0,Feeling hopeless about my grades,0.1,13.4,2
STU-D9DA3279,9,3.7,8.2,2,10,0,Feeling numb and disconnected,0.9,15.5,2
STU-D9DA3279,10,5.7,10.2,3,8,0,Feeling numb and disconnected,1.2,13.8,2
STU-D9DA3279,11,5.5,9.8,2,10,0,Feeling hopeless about my grades,1.5,13.7,2
STU-D9DA3279,12,5.9,10.0,2,10,0,Dreading going to class,1.5,13.9,2
STU-AA6F9EB3,1,8.1,5.2,0,3,3,Enjoying the learning process,5.9,6.6,0
STU-AA6F9EB3,2,,4.2,0,4,4,Feeling balanced and in control,6.0,6.1,0
STU-AA6F9EB3,3,7.4,4.5,0,1,4,Feeling calm and focused,5.1,4.8,0
STU-AA6F9EB3,4,7.9,5.1,0,2,3,Motivated to study and stay on track,5.8,6.0,0
STU-AA6F9EB3,5,8.0,6.5,0,3,3,Feeling calm and focused,5.5,6.5,0
STU-AA6F9EB3,6,7.7,5.1,0,3,3,"Good energy, looking forward to classes",5.0,5.2,0
STU-AA6F9EB3,7,7.4,5.7,0,3,2,Happy and well-rested,5.9,5.7,0
STU-AA6F9EB3,8,8.2,4.0,0,1,3,Motivated to study and stay on track,5.4,5.5,0
STU-AA6F9EB3,9,7.7,5.5,0,3,4,Feeling great and motivated today,6.1,5.5,0
STU-AA6F9EB3,10,8.2,6.4,0,3,3,Happy and well-rested,6.0,5.3,0
STU-AA6F9EB3,11,8.6,5.6,0,2,3,Feeling confident about exams,5.3,7.2,0
STU-AA6F9EB3,12,7.1,6.3,0,2,3,Happy and well-rested,5.4,6.9,0
STU-97CEE028,1,6.0,5.3,2,4,2,"Routine day, nothing remarkable",3.7,8.0,1
STU-97CEE028,2,6.5,7.0,3,7,1,Feeling anxious about everything,2.6,7.1,1
STU-97CEE028,3,6.3,6.2,2,4,2,Things are manageable but not exciting,3.2,8.8,1
STU-97CEE028,4,7.9,3.6,2,5,3,"Feeling okay, nothing special",3.6,6.3,0
STU-97CEE028,5,6.9,5.9,3,5,0,Happy and well-rested,2.9,7.8,1
STU-97CEE028,6,,3.4,2,6,1,Motivated to study and stay on track,3.2,8.7,1
STU-97CEE028,7,7.7,3.3,3,7,1,"Good energy, looking forward to classes",3.2,7.2,1
STU-97CEE028,8,6.7,5.0,2,5,2,"Doing alright, could be better",4.0,6.3,1
STU-97CEE028,9,,5.7,2,6,2,Just getting by day to day,4.1,6.9,1
STU-97CEE028,10,6.8,4.0,2,4,2,Things are manageable but not exciting,4.1,7.4,0
STU-97CEE028,11,7.1,4.9,2,5,4,Things are manageable but not exciting,3.7,6.6,0
STU-97CEE028,12,6.5,5.6,2,5,1,"Average day, going through the motions",2.9,8.2,1
STU-30798C0A,1,4.0,9.7,3,8,0,Constantly tired no matter how much I sleep,0.6,11.4,2
STU-30798C0A,2,3.9,8.5,3,7,2,Feeling overwhelmed with assignments,0.0,13.1,2
STU-30798C0A,3,3.8,9.0,3,6,1,"Breaking down emotionally, can't handle it",1.1,12.6,2
STU-30798C0A,4,5.2,7.4,3,7,0,Dreading going to class,0.4,12.1,2
STU-30798C0A,5,4.0,7.1,3,8,0,Feeling overwhelmed with assignments,0.8,13.7,2
STU-30798C0A,6,3.2,9.4,3,7,1,Struggling to concentrate on anything,0.4,14.2,2
STU-30798C0A,7,5.2,9.2,2,7,0,Exhausted and burned out from studying,0.4,12.2,2
STU-30798C0A,8,3.4,9.0,3,7,1,Too much pressure from all sides,0.3,11.5,2
STU-30798C0A,9,4.7,10.7,3,6,0,Very stressed about deadlines,0.2,13.0,2
STU-30798C0A,10,3.5,9.1,3,8,0,Lost all motivation to study,0.2,14.5,2
STU-30798C0A,11,3.2,7.7,3,8,0,Too much pressure from all sides,1.4,12.2,2
STU-30798C0A,12,3.0,7.9,2,7,1,Feeling overwhelmed with assignments,0.6,12.4,2
STU-151F8422,1,7.6,4.2,0,2,4,Feeling great and motivated today,4.2,6.6,0
STU-151F8422,2,7.3,6.0,0,1,2,Feeling calm and focused,4.0,5.7,0
STU-151F8422,3,8.4,5.7,0,1,3,Feeling calm and focused,3.4,7.2,0
STU-151F8422,4,7.4,4.7,0,1,5,Feeling great and motivated today,3.8,4.9,0
STU-151F8422,5,7.6,3.7,0,1,3,Feeling balanced and in control,3.4,4.7,0
STU-151F8422,6,7.8,5.8,0,2,5,Excited about upcoming projects,3.8,4.6,0
STU-151F8422,7,,4.3,0,1,3,Feeling calm and focused,3.7,7.3,0
STU-151F8422,8,8.6,5.9,0,1,4,Excited about upcoming projects,3.7,5.6,0
STU-151F8422,9,8.3,3.3,0,2,4,Motivated to study and stay on track,2.7,5.5,0
STU-151F8422,10,9.2,6.9,0,2,4,"Had a productive day, feeling accomplished",3.8,6.2,0
STU-151F8422,11,7.7,3.7,1,3,4,Feeling balanced and in control,4.2,5.9,0
STU-151F8422,12,7.4,5.1,0,1,2,Feeling calm and focused,3.5,5.4,0
STU-F8D53BB5,1,4.3,9.1,3,10,0,Constantly tired no matter how much I sleep,0.0,10.4,2
STU-F8D53BB5,2,4.7,6.4,2,9,1,"Breaking down emotionally, can't handle it",0.0,10.6,2
STU-F8D53BB5,3,4.7,7.7,3,9,0,Feeling isolated and lonely,0.0,10.5,2
STU-F8D53BB5,4,,8.5,2,9,1,Lost all motivation to study,0.1,10.6,2
STU-F8D53BB5,5,5.7,8.3,2,10,0,Struggling to concentrate on anything,0.4,10.1,2
STU-F8D53BB5,6,5.3,10.6,3,10,1,"Can't sleep well, too much anxiety",0.0,11.2,2
STU-F8D53BB5,7,3.6,7.6,4,10,0,Feeling anxious about everything,0.0,8.6,2
STU-F8D53BB5,8,5.1,8.8,4,8,1,Feeling anxious about everything,0.3,10.1,2
STU-F8D53BB5,9,4.7,7.7,3,10,1,"Breaking down emotionally, can't handle it",0.6,10.0,2
STU-F8D53BB5,10,4.0,9.5,3,9,0,"Breaking down emotionally, can't handle it",0.2,8.5,2
STU-F8D53BB5,11,4.5,8.2,2,8,0,Very stressed about deadlines,0.0,9.6,2
STU-F8D53BB5,12,4.0,10.8,4,8,1,Lost all motivation to study,0.0,10.3,2
STU-C4C7C460,1,7.4,5.1,2,3,3,Feeling isolated and lonely,2.9,6.4,0
STU-C4C7C460,2,6.8,3.5,1,5,2,Feeling great and motivated today,3.4,5.6,1
STU-C4C7C460,3,6.3,4.5,2,4,3,Feeling anxious about everything,2.2,6.2,1
STU-C4C7C460,4,,5.8,2,8,1,Things are manageable but not exciting,3.3,5.5,1
STU-C4C7C460,5,7.5,4.8,2,6,1,"Doing alright, could be better",3.1,7.1,1
STU-C4C7C460,6,6.0,5.0,2,6,2,Feeling calm and focused,1.5,7.8,1
STU-C4C7C460,7,6.6,3.1,2,7,2,Very stressed about deadlines,2.9,7.7,1
STU-C4C7C460,8,5.5,4.0,4,7,1,"Breaking down emotionally, can't handle it",1.5,7.2,2
STU-C4C7C460,9,5.4,4.4,5,7,3,Lost all motivation to study,1.9,8.5,2
STU-C4C7C460,10,5.3,5.4,3,9,2,Feeling isolated and lonely,1.5,7.3,2
STU-C4C7C460,11,5.9,4.2,5,8,1,Feeling numb and disconnected,1.5,8.5,2
STU-C4C7C460,12,4.2,6.3,4,9,0,Too much pressure from all sides,1.4,8.4,2
STU-749126D7,1,7.0,6.6,0,4,5,"Average day, going through the motions",1.5,5.3,0
STU-749126D7,2,6.4,7.3,1,5,5,"Feeling okay, nothing special",1.8,5.6,0
STU-749126D7,3,6.1,5.6,1,6,4,Things are manageable but not exciting,2.5,5.1,1
STU-749126D7,4,5.8,8.2,1,5,3,"Average day, going through the motions",1.5,6.2,1
STU-749126D7,5,6.4,7.6,2,8,4,Just getting by day to day,1.8,7.0,1
STU-749126D7,6,5.5,6.2,1,6,3,Happy and well-rested,1.2,6.5,1
STU-749126D7,7,5.0,6.8,3,7,2,Feeling numb and disconnected,1.6,7.2,2
STU-749126D7,8,5.2,7.4,2,6,2,Constantly tired no matter how much I sleep,0.1,7.3,1
STU-749126D7,9,5.3,5.6,3,7,2,Very stressed about deadlines,,8.0,2
STU-749126D7,10,4.4,5.8,3,7,2,Feeling hopeless about my grades,0.8,6.7,2
STU-749126D7,11,4.6,5.5,2,8,2,Struggling to concentrate on anything,0.8,7.9,2
STU-749126D7,12,4.8,4.6,3,8,1,Too much pressure from all sides,0.0,8.6,2
STU-2AB4340C,1,8.9,4.1,0,1,5,Motivated to study and stay on track,2.9,5.0,0
STU-2AB4340C,2,8.3,5.4,0,1,5,Excited about upcoming projects,3.9,4.4,0
STU-2AB4340C,3,7.4,5.2,0,1,5,Happy and well-rested,3.5,4.6,0
STU-2AB4340C,4,7.2,5.5,0,1,5,Excited about upcoming projects,3.1,4.1,0
STU-2AB4340C,5,8.2,5.1,0,1,5,Enjoying the learning process,2.9,3.6,0
STU-2AB4340C,6,7.9,6.0,0,1,4,"Good energy, looking forward to classes",3.2,2.7,0
STU-2AB4340C,7,8.0,5.3,0,1,5,Feeling balanced and in control,3.1,3.2,0
STU-2AB4340C,8,7.7,4.2,0,1,5,Enjoying the learning process,3.0,3.2,0
STU-2AB4340C,9,7.8,4.2,0,1,5,Motivated to study and stay on track,3.4,4.8,0
STU-2AB4340C,10,7.8,5.8,0,1,4,Motivated to study and stay on track,3.5,3.4,0
STU-2AB4340C,11,8.9,4.1,0,1,5,Happy and well-rested,2.8,2.5,0
STU-2AB4340C,12,9.1,3.7,0,1,4,Feeling balanced and in control,2.9,3.4,0
STU-C354E7B0,1,3.5,12.7,6,8,0,Feeling isolated and lonely,0.8,11.5,2
STU-C354E7B0,2,3.1,14.0,6,7,0,Struggling to concentrate on anything,1.0,12.0,2
STU-C354E7B0,3,4.4,14.0,7,6,0,Feeling numb and disconnected,0.8,13.4,2
STU-C354E7B0,4,4.7,11.9,7,6,0,Exhausted and burned out from studying,1.2,12.2,2
STU-C354E7B0,5,3.6,12.4,6,7,0,Feeling numb and disconnected,0.6,12.1,2
STU-C354E7B0,6,3.9,12.3,7,7,0,Very stressed about deadlines,1.5,12.9,2
STU-C354E7B0,7,4.2,10.7,6,6,0,Feeling isolated and lonely,1.0,11.1,2
STU-C354E7B0,8,4.0,13.0,6,7,0,Constantly tired no matter how much I sleep,0.6,12.0,2
STU-C354E7B0,9,4.1,13.6,6,7,0,Exhausted and burned out from studying,1.3,12.1,2
STU-C354E7B0,10,4.4,12.8,7,6,0,Lost all motivation to study,1.2,11.7,2
STU-C354E7B0,11,,13.7,6,7,0,Constantly tired no matter how much I sleep,2.2,12.9,2
STU-C354E7B0,12,3.7,10.9,7,8,0,Feeling anxious about everything,0.6,12.5,2
STU-3283EA68,1,6.7,7.2,2,5,4,Things are manageable but not exciting,2.1,9.9,1
STU-3283EA68,2,7.4,7.3,2,5,3,"Routine day, nothing remarkable",2.3,9.6,1
STU-3283EA68,3,7.0,6.7,1,5,4,"Can't sleep well, too much anxiety",2.4,9.3,0
STU-3283EA68,4,7.6,7.8,2,6,3,Just getting by day to day,1.4,9.6,1
STU-3283EA68,5,7.1,6.2,1,6,4,Just getting by day to day,2.2,9.8,1
STU-3283EA68,6,7.9,7.4,1,6,2,Feeling indifferent about things,3.0,9.6,1
STU-3283EA68,7,5.9,7.0,2,5,3,"Doing alright, could be better",2.0,9.7,1
STU-3283EA68,8,6.4,7.6,2,4,2,Happy and well-rested,2.1,9.8,1
STU-3283EA68,9,7.0,5.6,2,5,4,"Doing alright, could be better",1.7,10.5,1
STU-3283EA68,10,6.0,7.5,1,5,4,"Routine day, nothing remarkable",2.1,9.6,1
STU-3283EA68,11,6.6,7.1,2,6,4,"Feeling okay, nothing special",2.2,10.6,1
STU-3283EA68,12,6.5,8.0,2,5,4,Feeling calm and focused,1.1,9.9,1
STU-70747FF4,1,5.8,9.5,2,4,2,"Doing alright, could be better",2.7,9.2,1
STU-70747FF4,2,6.5,7.8,2,3,3,Just getting by day to day,2.5,8.6,0
STU-70747FF4,3,6.8,5.3,1,3,2,Just getting by day to day,3.4,8.8,0
STU-70747FF4,4,8.1,5.8,2,3,2,Just getting by day to day,3.1,9.6,0
STU-70747FF4,5,7.0,8.0,2,5,2,"Routine day, nothing remarkable",3.2,7.9,1
STU-70747FF4,6,7.5,7.3,2,2,2,Feeling indifferent about things,2.9,9.8,0
STU-70747FF4,7,6.7,7.0,0,4,2,"Doing alright, could be better",3.8,8.8,0
STU-70747FF4,8,6.9,6.7,1,3,1,"Neither good nor bad, just normal",2.6,9.3,0
STU-70747FF4,9,5.4,7.2,2,3,2,Motivated to study and stay on track,3.2,8.0,0
STU-70747FF4,10,6.3,7.1,2,5,2,Feeling indifferent about things,3.5,8.7,1
STU-70747FF4,11,7.4,6.9,1,4,3,Feeling numb and disconnected,3.9,9.3,0
STU-70747FF4,12,7.8,8.5,2,4,2,Feeling calm and focused,2.7,7.1,0
STU-F0422793,1,5.8,5.7,2,5,3,Feeling indifferent about things,2.5,7.3,1
STU-F0422793,2,4.1,2.8,1,4,3,Enjoying the learning process,2.4,9.0,1
STU-F0422793,3,5.0,3.9,3,5,3,Feeling great and motivated today,2.8,8.4,1
STU-F0422793,4,5.1,4.2,1,5,2,Dreading going to class,2.4,10.0,1
STU-F0422793,5,4.7,5.4,2,6,1,"Neither good nor bad, just normal",1.8,9.9,1
STU-F0422793,6,5.7,4.7,3,6,2,"Routine day, nothing remarkable",1.7,9.1,1
STU-F0422793,7,4.7,5.4,3,7,2,Very stressed about deadlines,1.9,8.1,2
STU-F0422793,8,4.4,3.1,3,7,2,Feeling numb and disconnected,1.8,10.4,2
STU-F0422793,9,4.4,5.8,4,7,1,Feeling overwhelmed with assignments,0.8,10.6,2
STU-F0422793,10,5.3,4.1,4,7,2,Feeling anxious about everything,1.3,8.7,2
STU-F0422793,11,4.1,5.7,4,7,1,Feeling isolated and lonely,1.4,10.5,2
STU-F0422793,12,3.0,5.8,4,8,0,Constantly tired no matter how much I sleep,0.2,9.6,2
STU-DB532F69,1,8.6,4.9,1,2,3,Just getting by day to day,2.5,6.8,0
STU-DB532F69,2,7.5,5.9,2,3,3,Feeling great and motivated today,1.6,8.4,0
STU-DB532F69,3,6.7,7.4,2,4,2,"Routine day, nothing remarkable",1.6,7.4,1
STU-DB532F69,4,7.2,6.1,2,4,2,"Had a productive day, feeling accomplished",2.0,8.6,1
STU-DB532F69,5,6.8,3.9,3,4,3,"Average day, going through the motions",1.8,9.0,1
STU-DB532F69,6,8.1,4.0,2,6,2,"Feeling okay, nothing special",1.2,8.3,1
STU-DB532F69,7,6.2,4.6,2,5,1,"Can't sleep well, too much anxiety",0.6,9.7,1
STU-DB532F69,8,6.2,5.9,3,5,2,"Can't sleep well, too much anxiety",0.5,9.9,1
STU-DB532F69,9,6.5,5.2,3,6,1,Lost all motivation to study,1.2,8.8,1
STU-DB532F69,10,6.3,4.9,3,8,1,Feeling anxious about everything,0.7,10.0,2
STU-DB532F69,11,6.3,5.0,3,6,1,Feeling isolated and lonely,0.2,9.4,2
STU-DB532F69,12,5.5,5.5,3,7,1,Very stressed about deadlines,0.0,10.8,2
STU-606CCBD6,1,6.0,5.1,2,4,1,Very stressed about deadlines,2.0,6.7,1
STU-606CCBD6,2,7.5,6.1,2,4,2,Things are manageable but not exciting,2.3,6.5,0
STU-606CCBD6,3,6.2,6.4,2,3,3,"Doing alright, could be better",2.4,6.7,0
STU-606CCBD6,4,6.1,7.2,2,4,1,Things are manageable but not exciting,2.3,5.8,1
STU-606CCBD6,5,7.9,7.0,1,5,1,"Routine day, nothing remarkable",2.4,6.3,1
STU-606CCBD6,6,5.8,6.5,2,5,2,Things are manageable but not exciting,2.2,5.3,1
STU-606CCBD6,7,6.3,5.2,2,6,1,"Feeling okay, nothing special",2.6,6.7,1
STU-606CCBD6,8,7.0,5.1,3,4,2,"Average day, going through the motions",1.9,7.2,1
STU-606CCBD6,9,6.4,5.3,2,5,2,Exhausted and burned out from studying,2.4,5.7,1
STU-606CCBD6,10,5.5,7.0,2,4,1,Feeling indifferent about things,2.2,5.0,1
STU-606CCBD6,11,6.2,5.4,3,3,3,"Neither good nor bad, just normal",2.1,6.4,0
STU-606CCBD6,12,6.7,7.3,2,4,1,"Average day, going through the motions",2.9,8.3,1
STU-EC2ED436,1,4.5,12.7,4,5,0,"Can't sleep well, too much anxiety",0.3,10.3,2
STU-EC2ED436,2,4.9,13.3,4,6,0,Feeling overwhelmed with assignments,0.7,10.4,2
STU-EC2ED436,3,3.2,11.8,4,7,0,Feeling hopeless about my grades,0.4,11.8,2
STU-EC2ED436,4,,12.2,4,6,0,Constantly tired no matter how much I sleep,1.0,11.0,2
STU-EC2ED436,5,4.4,11.2,4,6,0,"Breaking down emotionally, can't handle it",1.4,11.4,2
STU-EC2ED436,6,3.8,12.6,4,7,0,Feeling anxious about everything,0.8,11.3,2
STU-EC2ED436,7,3.9,11.7,4,6,0,Constantly tired no matter how much I sleep,0.8,10.5,2
STU-EC2ED436,8,4.2,13.1,4,9,0,Feeling isolated and lonely,1.1,9.6,2
STU-EC2ED436,9,4.9,12.6,4,7,0,Feeling overwhelmed with assignments,0.6,12.8,2
STU-EC2ED436,10,4.8,12.4,3,7,0,Exhausted and burned out from studying,0.6,11.7,2
